,off_passing_Team,off_passing_Att,off_passing_Cmp,off_passing_Cmp %,off_passing_Yds/Att,off_passing_Pass Yds,off_passing_TD,off_passing_INT,off_passing_Rate,off_passing_1st,off_passing_1st%,off_passing_20+,off_passing_40+,off_passing_Lng,off_passing_Sck,off_passing_SckY,off_rushing_Team,off_rushing_Att,off_rushing_Rush Yds,off_rushing_YPC,off_rushing_TD,off_rushing_20+,off_rushing_40+,off_rushing_Lng,off_rushing_Rush 1st,off_rushing_Rush 1st%,off_rushing_Rush FUM,off_receiving_Team,off_receiving_Rec,off_receiving_Yds,off_receiving_Yds/Rec,off_receiving_TD,off_receiving_20+,off_receiving_40+,off_receiving_Lng,off_receiving_Rec 1st,off_receiving_Rec 1st%,off_receiving_Rec FUM,off_scoring_Team,off_scoring_Rsh TD,off_scoring_Rec TD,off_scoring_Tot TD,off_scoring_2-PT,off_downs_Team,off_downs_3rd Att,off_downs_3rd Md,off_downs_4th Att,off_downs_4th Md,off_downs_Rec 1st,off_downs_Rec 1st%,off_downs_Rush 1st,off_downs_Rush 1st%,off_downs_Scrm Plys,def_passing_Team,def_passing_Att,def_passing_Cmp,def_passing_Cmp %,def_passing_Yds/Att,def_passing_Yds,def_passing_TD,def_passing_INT,def_passing_Rate,def_passing_1st,def_passing_1st%,def_passing_20+,def_passing_40+,def_passing_Lng,def_passing_Sck,def_rushing_Team,def_rushing_Att,def_rushing_Rush Yds,def_rushing_YPC,def_rushing_TD,def_rushing_20+,def_rushing_40+,def_rushing_Lng,def_rushing_Rush 1st,def_rushing_Rush 1st%,def_rushing_Rush FUM,def_receiving_Team,def_receiving_Rec,def_receiving_Yds,def_receiving_Yds/Rec,def_receiving_TD,def_receiving_20+,def_receiving_40+,def_receiving_Lng,def_receiving_Rec 1st,def_receiving_Rec 1st%,def_receiving_Rec FUM,def_receiving_PDef,def_scoring_Team,def_scoring_FR TD,def_scoring_SFTY,def_scoring_INT TD,def_downs_Team,def_downs_3rd Att,def_downs_3rd Md,def_downs_4th Att,def_downs_4th Md,def_downs_Rec 1st,def_downs_Rec 1st%,def_downs_Rush 1st,def_downs_Rush 1st%,def_downs_Scrm Plys,def_tackles_Team,def_tackles_Sck,def_tackles_Comb,def_tackles_Asst,def_tackles_Solo,def_fumbles_Team,def_fumbles_FF,def_fumbles_FR,def_fumbles_FR TD,def_fumbles_Rec FUM,def_fumbles_Rush FUM,def_interceptions_Team,def_interceptions_INT,def_interceptions_INT TD,def_interceptions_INT Yds,def_interceptions_Lng,st_field-goals_Team,st_field-goals_FGM,st_field-goals_Att,st_field-goals_FG %,st_field-goals_1-19 > A-M,st_field-goals_20-29 > A-M,st_field-goals_30-39 > A-M,st_field-goals_40-49 > A-M,st_field-goals_50+ > A-M,st_field-goals_Lng,st_field-goals_FG Blk,st_scoring_Team,st_scoring_FGM,st_scoring_FG %,st_scoring_XPM,st_scoring_XP Pct,st_scoring_KRet TD,st_scoring_PRet T,st_kickoffs_Team,st_kickoffs_KO,st_kickoffs_Yds,st_kickoffs_TB,st_kickoffs_TB %,st_kickoffs_Ret,st_kickoffs_Ret Avg,st_kickoffs_OSK,st_kickoffs_OSK Rec,st_kickoffs_OOB,st_kickoffs_TD,st_punting_Team,st_punting_Net Avg,st_punting_Net Yds,st_punting_Punts,st_punting_Avg,st_punting_Lng,st_punting_Yds,st_punting_IN 20,st_punting_OOB,st_punting_Dn,st_punting_TB,st_punting_FC,st_punting_Ret,st_punting_RetY,st_punting_TD,st_punting_P Blk,st_punt-returns_Team,st_punt-returns_Avg,st_punt-returns_Ret,st_punt-returns_Yds,st_punt-returns_PRet T,st_punt-returns_20+,st_punt-returns_40+,st_punt-returns_Lng,st_punt-returns_FC,st_punt-returns_FUM,st_punt-returns_P Blk,Year
28,Panthers  Panthers,460,270,58.7,7.0,3238,19,16,79.6,146,31.7,46,9,67T,26,188,Panthers  Panthers,522,2091,4.0,9,12,1,40,114,21.8,11,Panthers  Panthers,270,3238,12.0,19,46,9,67T,146,54.1,7,Panthers  Panthers,9,19,33,0,Panthers  Panthers,219,78,11,6,146,54.1,114,21.8,1008,Panthers  Panthers,522,299,57.3,6.2,3003,19,16,74.8,161,30.8,42,5,65T,40,Panthers  Panthers,434,1722,4.0,10,8,2,43,83,19.1,8,Panthers  Panthers,299,3215,10.8,19,42,5,65T,161,53.8,2,207,Panthers  Panthers,0,1,3,Panthers  Panthers,225,78,16,5,161,53.8,83,19.1,996,Panthers  Panthers,26,1063,186,751,Panthers  Panthers,18,10,0,2,8,Panthers  Panthers,16,3,238,53,Panthers  Panthers,32,38,84.2,0_0,13_13,8_6,13_11,4_2,53,0,Panthers  Panthers,32,84.2,29,96.7,1,1,Panthers  Panthers,78,4755,4,5.1,70,20.4,2,0,1,0,Panthers  Panthers,35.6,2884,78,42.8,64,3466,23,9,13,9,12,35,402,1,3,Panthers  Panthers,10.1,45,453,1,7,2,53T,15,3,1,2003
29,Bills  Bills,502,293,58.4,6.1,3069,11,17,69.4,150,29.9,31,2,54T,51,385,Bills  Bills,427,1664,3.9,13,6,1,64,96,22.5,14,Bills  Bills,293,3069,10.5,11,31,2,54T,150,51.2,4,Bills  Bills,13,11,27,0,Bills  Bills,212,67,25,13,150,51.2,96,22.5,980,Bills  Bills,508,285,56.1,5.8,2707,18,10,76.5,153,30.1,26,6,77T,38,Bills  Bills,464,1606,3.5,11,5,1,62T,92,19.8,6,Bills  Bills,285,2938,10.3,18,26,6,77T,153,53.7,4,213,Bills  Bills,1,3,2,Bills  Bills,225,86,13,7,153,53.7,92,19.8,1010,Bills  Bills,51,1098,286,618,Bills  Bills,22,8,1,4,6,Bills  Bills,10,2,114,54T,Bills  Bills,17,24,70.8,0_0,12_11,3_3,7_3,2_0,44,0,Bills  Bills,17,70.8,24,100.0,0,0,Bills  Bills,60,3632,3,5.0,55,19.6,1,0,1,0,Bills  Bills,37.1,3151,85,44.6,71,3788,20,14,8,3,8,52,577,0,0,Bills  Bills,6.0,41,248,0,3,0,35,21,4,1,2003
0,Redskins  Redskins,514,288,56.0,5.6,2874,18,17,70.0,156,30.4,27,5,51,38,242,Redskins  Redskins,471,1765,3.7,6,8,1,64T,91,19.3,8,Redskins  Redskins,288,2874,10.0,18,27,5,51,156,54.2,1,Redskins  Redskins,6,18,26,1,Redskins  Redskins,221,70,11,4,156,54.2,91,19.3,1023,Redskins  Redskins,515,294,57.1,6.3,2977,17,18,72.2,153,29.7,34,7,80,40,Redskins  Redskins,419,1304,3.1,7,7,0,26,67,16.0,5,Redskins  Redskins,294,3222,11.0,17,34,7,80,153,52.0,4,203,Redskins  Redskins,0,0,1,Redskins  Redskins,226,70,17,7,153,52.0,67,16.0,974,Redskins  Redskins,38,1010,158,776,Redskins  Redskins,17,8,0,4,5,Redskins  Redskins,18,1,405,78T,Redskins  Redskins,19,27,70.4,1_1,10_10,6_5,7_3,3_0,49,0,Redskins  Redskins,19,70.4,25,100.0,0,0,Redskins  Redskins,62,3647,1,1.6,57,21.5,2,0,2,1,Redskins  Redskins,35.2,3657,103,43.7,61,4544,30,9,10,8,11,65,727,1,1,Redskins  Redskins,7.9,42,331,0,2,1,43,23,1,2,2004
1,Buccaneers  Buccaneers,512,340,66.4,7.4,3773,24,18,89.1,175,34.2,50,10,75T,44,299,Buccaneers  Buccaneers,393,1489,3.8,9,5,2,78T,74,18.8,10,Buccaneers  Buccaneers,340,3773,11.1,24,50,10,75T,175,51.5,6,Buccaneers  Buccaneers,9,24,37,1,Buccaneers  Buccaneers,199,75,6,4,175,51.5,74,18.8,949,Buccaneers  Buccaneers,436,247,56.7,6.5,2579,21,16,77.2,131,30.0,38,7,79T,45,Buccaneers  Buccaneers,480,1973,4.1,8,10,3,64T,101,21.0,8,Buccaneers  Buccaneers,247,2843,11.5,21,38,7,79T,131,53.0,3,173,Buccaneers  Buccaneers,2,0,1,Buccaneers  Buccaneers,218,77,8,3,131,53.0,101,21.0,961,Buccaneers  Buccaneers,44,1053,233,641,Buccaneers  Buccaneers,20,11,2,3,8,Buccaneers  Buccaneers,16,1,239,75,Buccaneers  Buccaneers,15,24,62.5,0_0,7_6,9_5,6_2,2_2,53,1,Buccaneers  Buccaneers,15,62.5,32,97.0,0,1,Buccaneers  Buccaneers,67,4051,6,9.0,58,22.7,2,0,1,1,Buccaneers  Buccaneers,36.8,3053,82,41.8,60,3472,23,3,17,7,24,31,279,0,1,Buccaneers  Buccaneers,6.5,33,213,1,1,1,59T,22,6,0,2004
2,Seahawks  Seahawks,532,304,57.1,7.0,3715,23,18,79.1,189,35.5,47,4,60,34,176,Seahawks  Seahawks,468,2095,4.5,17,15,2,44,110,23.5,11,Seahawks  Seahawks,304,3715,12.2,23,47,4,60,189,62.2,4,Seahawks  Seahawks,17,23,43,2,Seahawks  Seahawks,210,76,11,6,189,62.2,110,23.5,1034,Seahawks  Seahawks,559,340,60.8,6.8,3590,24,23,78.3,191,34.2,43,5,63,36,Seahawks  Seahawks,452,2031,4.5,17,12,3,53,102,22.6,6,Seahawks  Seahawks,340,3808,11.2,24,43,5,63,191,56.2,4,196,Seahawks  Seahawks,0,0,3,Seahawks  Seahawks,229,97,9,6,191,56.2,102,22.6,1047,Seahawks  Seahawks,34,1117,233,671,Seahawks  Seahawks,25,12,0,4,6,Seahawks  Seahawks,23,3,337,63T,Seahawks  Seahawks,23,25,92.0,1_1,7_7,9_8,7_6,1_1,54,0,Seahawks  Seahawks,23,92.0,40,100.0,0,0,Seahawks  Seahawks,83,5091,5,6.0,77,21.8,1,0,1,0,Seahawks  Seahawks,34.3,2712,77,38.4,60,3036,20,2,17,4,21,33,244,0,2,Seahawks  Seahawks,7.7,30,230,0,2,1,48,26,0,0,2004
3,49ers  49ers,561,325,57.9,6.2,3455,16,21,69.9,172,30.7,28,3,65,52,319,49ers  49ers,413,1449,3.5,10,7,1,60,83,20.1,11,49ers  49ers,325,3455,10.6,16,28,3,65,172,52.9,2,49ers  49ers,10,16,29,3,49ers  49ers,222,72,19,14,172,52.9,83,20.1,1026,49ers  49ers,490,308,62.9,7.5,3486,27,9,96.5,179,36.5,55,7,60,29,49ers  49ers,495,1995,4.0,22,9,0,29,121,24.4,9,49ers  49ers,308,3680,11.9,27,55,7,60,179,58.1,3,173,49ers  49ers,2,1,0,49ers  49ers,206,83,9,6,179,58.1,121,24.4,1014,49ers  49ers,52,1119,273,675,49ers  49ers,24,12,2,3,9,49ers  49ers,9,0,129,31,49ers  49ers,18,22,81.8,1_1,3_3,8_7,6_5,4_2,51,0,49ers  49ers,18,81.8,23,100.0,0,1,49ers  49ers,61,3441,1,1.6,56,20.0,3,0,1,0,49ers  49ers,35.3,3385,96,41.6,81,3990,25,6,14,8,17,51,445,0,0,49ers  49ers,8.7,35,303,1,2,1,71T,21,3,1,2004
4,Chargers  Chargers,450,288,64.0,7.8,3506,29,8,102.0,160,35.6,45,9,79T,21,149,Chargers  Chargers,525,2185,4.2,24,19,4,52,131,25.0,11,Chargers  Chargers,288,3506,12.2,29,45,9,79T,160,55.6,5,Chargers  Chargers,24,29,55,0,Chargers  Chargers,208,97,8,5,160,55.6,131,25.0,996,Chargers  Chargers,607,372,61.3,6.9,4053,19,23,76.6,200,32.9,56,6,50,29,Chargers  Chargers,355,1307,3.7,15,2,0,26,79,22.3,6,Chargers  Chargers,372,4195,11.3,19,56,6,50,200,53.8,4,212,Chargers  Chargers,0,1,1,Chargers  Chargers,196,69,24,13,200,53.8,79,22.3,991,Chargers  Chargers,21,1093,206,699,Chargers  Chargers,19,10,0,4,6,Chargers  Chargers,23,1,180,40,Chargers  Chargers,20,25,80.0,1_1,11_9,2_2,6_5,5_3,53,0,Chargers  Chargers,20,80.0,54,98.2,1,0,Chargers  Chargers,91,5507,2,2.2,83,22.2,1,0,5,2,Chargers  Chargers,38.4,2650,69,43.1,60,2974,29,4,11,8,23,23,164,0,0,Chargers  Chargers,8.4,29,243,0,2,0,32,15,5,0,2004
5,Steelers  Steelers,358,228,63.7,8.3,2970,20,13,93.2,147,41.1,47,7,58,36,250,Steelers  Steelers,618,2464,4.0,16,10,1,58,134,21.7,6,Steelers  Steelers,228,2970,13.0,20,47,7,58,147,64.5,5,Steelers  Steelers,16,20,41,0,Steelers  Steelers,219,94,12,7,147,64.5,134,21.7,1012,Steelers  Steelers,484,269,55.6,6.3,2835,14,19,68.0,146,30.2,33,8,58T,41,Steelers  Steelers,357,1299,3.6,8,6,0,35,79,22.1,6,Steelers  Steelers,269,3060,11.4,14,33,8,58T,146,54.3,3,196,Steelers  Steelers,2,1,3,Steelers  Steelers,193,63,13,7,146,54.3,79,22.1,882,Steelers  Steelers,36,1279,391,661,Steelers  Steelers,28,13,2,3,6,Steelers  Steelers,19,3,293,41,Steelers  Steelers,28,33,84.8,1_1,9_8,13_12,8_5,2_2,51,0,Steelers  Steelers,28,84.8,40,100.0,0,0,Steelers  Steelers,84,5218,7,8.3,74,21.6,0,0,3,1,Steelers  Steelers,37.4,2507,67,43.0,61,2879,24,4,15,6,8,34,252,0,0,Steelers  Steelers,8.3,44,365,0,6,2,60,13,2,0,2004
6,Cardinals  Cardinals,533,299,56.1,6.0,3202,14,18,68.5,152,28.5,38,4,48,39,320,Cardinals  Cardinals,475,1668,3.5,15,9,1,62,86,18.1,8,Cardinals  Cardinals,299,3202,10.7,14,38,4,48,152,50.8,4,Cardinals  Cardinals,15,14,31,1,Cardinals  Cardinals,241,84,12,5,152,50.8,86,18.1,1047,Cardinals  Cardinals,505,271,53.7,6.5,3036,18,15,73.2,153,30.3,39,4,75T,38,Cardinals  Cardinals,450,2105,4.7,12,15,4,74,101,22.4,14,Cardinals  Cardinals,271,3265,12.0,18,39,4,75T,153,56.5,4,219,Cardinals  Cardinals,1,1,1,Cardinals  Cardinals,209,66,14,8,153,56.5,101,22.4,993,Cardinals  Cardinals,39,1114,228,732,Cardinals  Cardinals,30,15,1,4,14,Cardinals  Cardinals,15,1,214,65,Cardinals  Cardinals,22,29,75.9,0_0,6_6,7_5,7_6,9_5,55,0,Cardinals  Cardinals,22,75.9,28,100.0,0,0,Cardinals  Cardinals,70,4722,23,32.9,46,22.1,0,0,1,1,Cardinals  Cardinals,36.4,3604,98,42.7,57,4230,32,2,17,7,16,56,486,1,1,Cardinals  Cardinals,6.7,49,329,0,2,0,38,14,3,1,2004
7,Eagles  Eagles,547,336,61.4,7.7,4208,32,11,96.4,188,34.4,56,20,80,37,229,Eagles  Eagles,376,1639,4.4,10,11,3,50,87,23.1,2,Eagles  Eagles,336,4208,12.5,32,56,20,80,188,56.0,4,Eagles  Eagles,10,32,44,0,Eagles  Eagles,195,72,4,0,188,56.0,87,23.1,960,Eagles  Eagles,550,334,60.7,6.3,3212,16,17,75.8,165,30.0,45,6,52,47,Eagles  Eagles,442,1903,4.3,13,9,2,72T,101,22.9,7,Eagles  Eagles,334,3475,10.4,16,45,6,52,165,49.4,7,199,Eagles  Eagles,0,0,2,Eagles  Eagles,229,82,19,9,165,49.4,101,22.9,1039,Eagles  Eagles,37,943,179,713,Eagles  Eagles,29,11,0,7,7,Eagles  Eagles,17,2,287,101T,Eagles  Eagles,27,32,84.4,0_0,4_4,7_6,18_15,3_2,51,0,Eagles  Eagles,27,84.4,41,97.6,0,0,Eagles  Eagles,86,5579,12,14.0,73,23.2,0,0,0,0,Eagles  Eagles,37.1,2707,73,42.0,62,3068,20,5,14,7,13,34,221,0,0,Eagles  Eagles,9.2,41,377,0,4,1,40,20,2,1,2004
8,Jets  Jets,438,282,64.4,7.4,3231,19,11,90.5,163,37.2,38,9,69T,31,181,Jets  Jets,527,2388,4.5,15,10,0,33,135,25.6,6,Jets  Jets,282,3231,11.5,19,38,9,69T,163,57.8,3,Jets  Jets,15,19,38,0,Jets  Jets,214,91,8,4,163,57.8,135,25.6,996,Jets  Jets,497,289,58.1,7.1,3312,21,19,78.3,169,34.0,48,7,65,37,Jets  Jets,432,1566,3.6,8,7,2,53,87,20.1,8,Jets  Jets,289,3532,12.2,21,48,7,65,169,58.5,7,189,Jets  Jets,1,0,2,Jets  Jets,208,79,13,5,169,58.5,87,20.1,966,Jets  Jets,31,1203,311,639,Jets  Jets,28,14,1,7,8,Jets  Jets,19,2,243,66T,Jets  Jets,24,29,82.8,0_0,10_9,6_4,11_10,2_1,53,1,Jets  Jets,24,82.8,33,97.1,1,0,Jets  Jets,79,4989,7,8.9,72,21.6,0,0,0,1,Jets  Jets,33.5,2676,80,38.2,58,3057,22,9,15,8,14,34,221,0,0,Jets  Jets,7.6,41,313,0,4,1,46,13,3,0,2004
9,Giants  Giants,475,269,56.6,6.5,3097,12,13,73.5,143,30.1,35,10,62T,52,279,Giants  Giants,424,1904,4.5,18,12,3,72T,105,24.8,9,Giants  Giants,269,3097,11.5,12,35,10,62T,143,53.2,5,Giants  Giants,18,12,34,0,Giants  Giants,190,56,19,4,143,53.2,105,24.8,951,Giants  Giants,467,292,62.5,7.0,3030,28,14,90.9,170,36.4,44,5,53,40,Giants  Giants,498,2157,4.3,13,14,2,50,112,22.5,11,Giants  Giants,292,3280,11.2,28,44,5,53,170,58.2,3,161,Giants  Giants,2,0,0,Giants  Giants,208,87,14,6,170,58.2,112,22.5,1005,Giants  Giants,52,1059,242,627,Giants  Giants,26,14,2,3,11,Giants  Giants,14,0,113,39,Giants  Giants,22,28,78.6,1_1,8_8,8_6,7_4,4_3,53,2,Giants  Giants,22,78.6,33,100.0,2,0,Giants  Giants,71,4094,2,2.8,66,19.4,2,1,1,0,Giants  Giants,34.4,2652,75,40.1,55,3088,24,6,12,4,15,38,356,0,2,Giants  Giants,6.7,38,253,0,3,0,29,11,1,0,2004
10,Saints  Saints,542,309,57.0,7.0,3810,21,16,79.5,177,32.7,57,5,57,41,223,Saints  Saints,406,1606,4.0,15,10,3,71,82,20.2,12,Saints  Saints,309,3810,12.3,21,57,5,57,177,57.3,3,Saints  Saints,15,21,40,1,Saints  Saints,210,70,18,9,177,57.3,82,20.2,989,Saints  Saints,545,324,59.4,7.5,3888,24,13,87.7,193,35.4,65,5,59,37,Saints  Saints,485,2253,4.6,16,15,5,60,118,24.3,9,Saints  Saints,324,4095,12.6,24,65,5,59,193,59.6,6,208,Saints  Saints,1,1,0,Saints  Saints,210,80,7,6,193,59.6,118,24.3,1067,Saints  Saints,41,1041,199,699,Saints  Saints,30,20,1,6,9,Saints  Saints,13,0,101,55,Saints  Saints,22,27,81.5,0_0,3_3,15_12,6_5,3_2,53,1,Saints  Saints,22,81.5,38,100.0,2,0,Saints  Saints,79,5042,1,1.3,74,23.1,2,0,2,0,Saints  Saints,39.0,3314,85,43.6,63,3704,28,3,10,4,25,43,310,1,0,Saints  Saints,9.7,40,388,0,6,2,53,12,0,1,2004
11,Patriots  Patriots,485,293,60.4,7.7,3750,29,14,92.5,193,39.8,53,10,50,26,162,Patriots  Patriots,524,2134,4.1,15,9,1,44,120,22.9,7,Patriots  Patriots,293,3750,12.8,29,53,10,50,193,65.9,4,Patriots  Patriots,15,29,49,1,Patriots  Patriots,206,93,10,4,193,65.9,120,22.9,1035,Patriots  Patriots,538,315,58.6,6.9,3400,18,20,75.3,177,32.9,44,13,65T,45,Patriots  Patriots,405,1572,3.9,9,4,0,34,83,20.5,11,Patriots  Patriots,315,3711,11.8,18,44,13,65T,177,56.2,5,203,Patriots  Patriots,3,0,1,Patriots  Patriots,209,81,30,13,177,56.2,83,20.5,988,Patriots  Patriots,26,1233,346,601,Patriots  Patriots,31,16,3,5,11,Patriots  Patriots,20,1,290,36,Patriots  Patriots,31,33,93.9,0_0,13_13,7_7,12_11,1_0,48,0,Patriots  Patriots,31,93.9,48,100.0,1,0,Patriots  Patriots,94,5921,6,6.4,86,23.3,0,0,1,1,Patriots  Patriots,33.7,1885,56,42.0,69,2350,19,6,7,5,7,31,365,1,0,Patriots  Patriots,5.8,40,230,0,2,0,23,15,6,0,2004
12,Vikings  Vikings,552,380,68.8,8.6,4754,39,12,109.8,225,40.8,64,18,82T,46,238,Vikings  Vikings,387,1823,4.7,8,8,1,49,98,25.3,9,Vikings  Vikings,380,4754,12.5,39,64,18,82T,225,59.2,3,Vikings  Vikings,8,39,50,3,Vikings  Vikings,195,102,10,6,225,59.2,98,25.3,985,Vikings  Vikings,544,338,62.1,7.6,3896,30,11,95.5,220,40.4,52,7,62,39,Vikings  Vikings,435,2006,4.6,15,10,1,53,110,25.3,9,Vikings  Vikings,338,4130,12.2,30,52,7,62,220,65.1,5,195,Vikings  Vikings,1,0,1,Vikings  Vikings,196,90,16,10,220,65.1,110,25.3,1018,Vikings  Vikings,46,1056,229,710,Vikings  Vikings,25,11,1,5,9,Vikings  Vikings,11,1,207,56,Vikings  Vikings,18,22,81.8,1_1,8_8,7_5,6_4,0_0,48,0,Vikings  Vikings,18,81.8,45,100.0,0,1,Vikings  Vikings,82,5159,4,4.9,75,24.9,2,0,1,1,Vikings  Vikings,35.3,2011,57,39.3,61,2240,18,4,9,3,15,26,169,0,0,Vikings  Vikings,8.9,31,275,1,3,1,91T,14,1,0,2004
13,Dolphins  Dolphins,586,309,52.7,5.8,3391,19,26,62.5,165,28.2,38,5,76T,52,326,Dolphins  Dolphins,384,1339,3.5,10,7,1,53,71,18.5,9,Dolphins  Dolphins,309,3391,11.0,19,38,5,76T,165,53.4,5,Dolphins  Dolphins,10,19,31,2,Dolphins  Dolphins,232,80,16,8,165,53.4,71,18.5,1022,Dolphins  Dolphins,434,244,56.2,6.5,2592,20,15,76.9,139,32.0,38,7,69T,36,Dolphins  Dolphins,539,2302,4.3,12,16,2,62,107,19.9,14,Dolphins  Dolphins,244,2815,11.5,20,38,7,69T,139,57.0,2,175,Dolphins  Dolphins,1,1,0,Dolphins  Dolphins,223,72,11,8,139,57.0,107,19.9,1009,Dolphins  Dolphins,52,1057,311,659,Dolphins  Dolphins,22,10,1,2,14,Dolphins  Dolphins,15,0,92,47,Dolphins  Dolphins,19,23,82.6,0_0,6_5,8_7,6_5,3_2,51,0,Dolphins  Dolphins,19,82.6,26,96.3,1,0,Dolphins  Dolphins,65,4164,12,18.5,51,21.8,0,0,1,1,Dolphins  Dolphins,36.9,3649,99,41.5,67,4107,29,9,16,10,19,45,258,0,0,Dolphins  Dolphins,10.8,52,564,0,8,1,71,14,6,0,2004
14,Raiders  Raiders,582,330,56.7,6.9,4019,24,22,76.1,176,30.2,55,11,63,30,161,Raiders  Raiders,327,1295,4.0,10,6,3,60,75,22.9,6,Raiders  Raiders,330,4019,12.2,24,55,11,63,176,53.3,5,Raiders  Raiders,10,24,35,1,Raiders  Raiders,200,71,14,7,176,53.3,75,22.9,939,Raiders  Raiders,510,315,61.8,8.1,3924,30,9,99.4,210,41.2,58,7,85T,25,Raiders  Raiders,537,2012,3.7,21,5,0,34,115,21.4,6,Raiders  Raiders,315,4106,13.0,30,58,7,85T,210,66.7,2,186,Raiders  Raiders,0,1,1,Raiders  Raiders,213,101,15,7,210,66.7,115,21.4,1072,Raiders  Raiders,30,944,193,598,Raiders  Raiders,14,9,0,2,6,Raiders  Raiders,9,1,221,45,Raiders  Raiders,25,28,89.3,1_1,7_7,8_7,10_8,2_2,52,0,Raiders  Raiders,25,89.3,31,96.9,0,0,Raiders  Raiders,76,4871,12,15.8,62,23.5,1,0,0,0,Raiders  Raiders,37.2,2716,73,46.7,67,3409,22,4,10,14,10,35,413,0,0,Raiders  Raiders,5.5,24,132,0,0,0,18,9,2,1,2004
15,Rams  Rams,580,372,64.1,8.0,4615,23,22,86.1,203,35.0,67,8,75T,50,362,Rams  Rams,381,1624,4.3,11,7,3,48,96,25.2,2,Rams  Rams,372,4615,12.4,23,67,8,75T,203,54.6,14,Rams  Rams,11,23,37,4,Rams  Rams,211,89,19,13,203,54.6,96,25.2,1011,Rams  Rams,492,292,59.3,6.9,3174,24,6,91.6,172,35.0,37,9,71T,34,Rams  Rams,480,2179,4.5,13,15,4,42T,118,24.6,7,Rams  Rams,292,3415,11.7,24,37,9,71T,172,58.9,1,194,Rams  Rams,3,0,0,Rams  Rams,209,76,17,12,172,58.9,118,24.6,1006,Rams  Rams,50,991,144,775,Rams  Rams,17,9,3,1,7,Rams  Rams,6,0,45,30,Rams  Rams,19,24,79.2,0_0,7_7,6_5,6_3,5_4,53,0,Rams  Rams,19,79.2,32,100.0,0,0,Rams  Rams,70,4449,3,4.3,66,25.5,0,0,1,1,Rams  Rams,34.0,2312,68,41.9,63,2848,21,4,6,6,17,35,416,1,0,Rams  Rams,4.8,30,143,0,2,0,39,18,3,0,2004
16,Chiefs  Chiefs,561,370,66.0,8.3,4633,27,17,94.9,228,40.6,60,10,70T,32,227,Chiefs  Chiefs,496,2289,4.6,31,10,2,46T,138,27.8,7,Chiefs  Chiefs,370,4633,12.5,27,60,10,70T,228,61.6,2,Chiefs  Chiefs,31,27,62,1,Chiefs  Chiefs,193,91,14,4,228,61.6,138,27.8,1089,Chiefs  Chiefs,522,312,59.8,8.5,4203,32,13,97.5,190,36.4,72,22,65,41,Chiefs  Chiefs,397,1834,4.6,18,13,3,78T,97,24.4,9,Chiefs  Chiefs,312,4453,14.3,32,72,22,65,190,60.9,7,197,Chiefs  Chiefs,1,0,1,Chiefs  Chiefs,185,71,16,5,190,60.9,97,24.4,960,Chiefs  Chiefs,32,1122,183,788,Chiefs  Chiefs,23,7,1,7,9,Chiefs  Chiefs,13,1,173,65,Chiefs  Chiefs,17,23,73.9,0_0,5_5,8_7,6_3,4_2,50,1,Chiefs  Chiefs,17,73.9,58,96.7,2,0,Chiefs  Chiefs,94,5688,7,7.4,85,22.4,2,1,0,0,Chiefs  Chiefs,31.5,1731,55,39.5,58,2172,12,6,5,7,13,24,301,2,0,Chiefs  Chiefs,9.7,24,232,0,4,1,46,17,0,0,2004
17,Jaguars  Jaguars,513,305,59.5,6.5,3315,17,11,80.7,161,31.4,35,7,65,32,156,Jaguars  Jaguars,446,1850,4.1,9,9,2,46,88,19.7,5,Jaguars  Jaguars,305,3315,10.9,17,35,7,65,161,52.8,7,Jaguars  Jaguars,9,17,26,4,Jaguars  Jaguars,217,80,18,10,161,52.8,88,19.7,991,Jaguars  Jaguars,497,306,61.6,7.2,3357,18,16,82.0,181,36.4,40,5,54,37,Jaguars  Jaguars,438,1777,4.1,7,10,3,47,83,18.9,8,Jaguars  Jaguars,306,3574,11.7,18,40,5,54,181,59.2,6,175,Jaguars  Jaguars,0,2,0,Jaguars  Jaguars,205,84,10,5,181,59.2,83,18.9,972,Jaguars  Jaguars,32,1060,229,690,Jaguars  Jaguars,30,11,0,6,8,Jaguars  Jaguars,16,0,126,37,Jaguars  Jaguars,24,31,77.4,0_0,10_10,11_8,7_5,3_1,53,0,Jaguars  Jaguars,24,77.4,21,100.0,0,0,Jaguars  Jaguars,62,4042,11,17.7,50,19.9,0,0,1,0,Jaguars  Jaguars,35.5,2983,84,42.8,69,3592,28,5,19,9,13,38,429,2,0,Jaguars  Jaguars,9.6,42,405,0,3,1,50,10,3,0,2004
